query,name,category,sub_category,sub_genre,productDescription,all_text,scores_model_mxbai-rerank-xsmall-v1,scores_model_mxbai-rerank-large-v1,scores_model_mxbai-rerank-base-v1,scores_model_MiniLM,scores_model_jina-reranker-v1-turbo-en,scores_model_jina-reranker-v1-tiny-en,scores_model_bge-reranker-base,scores_flashrerank_zephyr7b,Score_Type
3 door fridge with water dispenser,224 L Curd Maestro™ Double Door Refrigerator RT28C3C32RZ,Home Appliances,Refrigerators,Double Door,"224 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3C32Rz/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","224 L Curd Maestro™ Double Door Refrigerator RT28C3C32RZ Home Appliances Refrigerators Double Door 224 L Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt28C3C32Rz/Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",0.026114225,0.01442665,0.028732626,-4.6175823,0.14528711,0.5003918,0.004992684,0.1312741312741312,Top 10 Highest
3 door fridge with water dispenser,301 L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1,Home Appliances,Refrigerators,Double Door,"Explore the benefits, features & offers of 301L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1/HL Buy best Refrigerators for you at Samsung India.","301 L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1 Home Appliances Refrigerators Double Door Explore the benefits, features & offers of 301L Twin Cooling Plus™ Double Door Refrigerator RT34C4523B1/HL Buy best Refrigerators for you at Samsung India.",0.025924874,0.01517246,0.031530198,-2.8757353,0.103301905,0.3562849,0.0031341445,0.1312741312741312,Top 10 Highest
3 door fridge with water dispenser,236 L Convertible Freezer Double Door Refrigerator RT28C3733S8,Home Appliances,Refrigerators,Double Door,"Explore the benefits, features & offers of 236L Convertible Freezer Double Door Refrigerator RT28C3733S8/HL Buy best Refrigerators for you at Samsung India.","236 L Convertible Freezer Double Door Refrigerator RT28C3733S8 Home Appliances Refrigerators Double Door Explore the benefits, features & offers of 236L Convertible Freezer Double Door Refrigerator RT28C3733S8/HL Buy best Refrigerators for you at Samsung India.",0.021901764,0.009026522,0.027019534,-4.566035,0.10625161,0.34845933,0.0048740716,0.1302681992337164,Top 10 Highest
3 door fridge with water dispenser,183 L Stylish Grandé Design Single Door Refrigerator RR20C1824CU,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1824CU Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.038506635,0.0076661394,0.028619159,-3.8470411,0.10491924,0.46489716,0.008205172,0.1302681992337164,Top 10 Highest
3 door fridge with water dispenser,183 L Stylish Grandé Design Single Door Refrigerator RR20C1823U8,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1823U8 Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.03822855,0.00760696,0.027856113,-3.9563155,0.105615996,0.46240726,0.0074066273,0.1302681992337164,Top 10 Highest
3 door fridge with water dispenser,223 L Stylish Grandé Design Single Door Refrigerator RR24C2723CR,Home Appliances,Refrigerators,One Door,"Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","223 L Stylish Grandé Design Single Door Refrigerator RR24C2723CR Home Appliances Refrigerators One Door Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.04062241,0.007606272,0.027902903,-3.6699262,0.09221153,0.3922469,0.010565284,0.1302681992337164,Top 10 Highest
straps,Galaxy S21 FE 5G Slim Strap Cover,Mobile,Mobile Accessories,Cases,"Galaxy S21 FE 5G Slim Strap Black Cover (EF-XG990CBEGIN) - Explore the benefits, features & offers of this product. Know more & buy accessories for you at Samsung India.","Galaxy S21 FE 5G Slim Strap Cover Mobile Mobile Accessories Cases Galaxy S21 FE 5G Slim Strap Black Cover (EF-XG990CBEGIN) - Explore the benefits, features & offers of this product. Know more & buy accessories for you at Samsung India.",0.31353137,0.03973556,0.092889614,1.301117,0.24335285,0.65060186,0.33295974,0.025531914893617,Top 10 Lowest
straps,Galaxy A53 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy A53 5G Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.39377084,0.05587255,0.106317595,1.9963517,0.3186307,0.69651085,0.70453936,0.025531914893617,Top 10 Lowest
straps,Galaxy S21 FE 5G Slim Strap Cover,Mobile,Mobile Accessories,Cases,"Galaxy S21 FE 5G Slim Strap Black Cover (EF-XG990CBEGIN) - Explore the benefits, features & offers of this product. Know more & buy accessories for you at Samsung India.","Galaxy S21 FE 5G Slim Strap Cover Mobile Mobile Accessories Cases Galaxy S21 FE 5G Slim Strap Black Cover (EF-XG990CBEGIN) - Explore the benefits, features & offers of this product. Know more & buy accessories for you at Samsung India.",0.31353137,0.03973556,0.092889614,1.301117,0.24335285,0.65060186,0.33295974,0.025531914893617,Top 10 Lowest
straps,Galaxy A53 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy A53 5G Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy A53 5G Silicone Cover with Strap (EF-GA536TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.39377084,0.05587255,0.106317595,1.9963517,0.3186307,0.69651085,0.70453936,0.025531914893617,Top 10 Lowest
straps,Galaxy S21 FE 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,Galaxy S21 FE 5G Silicone Cover with Strap Mobile Mobile Accessories Cases S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,0.35883397,0.0566826,0.10147894,1.0268344,0.26947537,0.6455315,0.3691696,0.0259740259740259,Top 10 Lowest
straps,Galaxy S22+ Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22+ Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.40544322,0.06426004,0.08717009,1.7562859,0.29014134,0.68041736,0.5999747,0.0259740259740259,Top 10 Lowest
straps,Galaxy S21 FE 5G Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,Galaxy S21 FE 5G Silicone Cover with Strap Mobile Mobile Accessories Cases S21 FE 5G Silicone Cover with Navy Strap (EF-GG990TNEGIN) - Explore the specification & offers of this product. Know more about Samsung mobile cover online.,0.35883397,0.0566826,0.10147894,1.0268344,0.26947537,0.6455315,0.3691696,0.0259740259740259,Top 10 Lowest
straps,Galaxy S22+ Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22+ Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22+ Silicone Cover with Strap (EF-GS906TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.40544322,0.06426004,0.08717009,1.7562859,0.29014134,0.68041736,0.5999747,0.0259740259740259,Top 10 Lowest
straps,Galaxy S22 Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22 Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.4091003,0.06462531,0.086818546,1.8379664,0.2794256,0.6793086,0.6065256,0.0262008733624454,Top 10 Lowest
straps,Galaxy S22 Silicone Cover with Strap,Mobile,Mobile Accessories,Cases,"Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.","Galaxy S22 Silicone Cover with Strap Mobile Mobile Accessories Cases Galaxy S22 Silicone Cover with Strap (EF-GS901TNEGIN) - Explore the benefits, features & offers of this product. Know more and buy best Mobile Accessories here.",0.4091003,0.06462531,0.086818546,1.8379664,0.2794256,0.6793086,0.6065256,0.0262008733624454,Top 10 Lowest
